kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
825012002,JH Taman, Jl. Taman , Jakarta Timur , Cipayung , Cipayung ,1500, Jalur Hijau Jalan 
825012014,JH Bina Marga, Jl. Bina Marga , Jakarta Timur , Cipayung , Cipayung ,1000, Jalur Hijau Jalan 
825012001,JH Raya Kartika CS, Jl. Raya Kartika CS , Jakarta Timur , Cipayung , Cipayung ,5000, Jalur Hijau Jalan 
825012015,JH Cipayung, Jl. Cipayung , Jakarta Timur , Cipayung , Cipayung ,1000, Jalur Hijau Jalan 
825012005,JH Pintu II Taman Mini (Cipayung), Jl. Pintu II Taman Mini , Jakarta Timur , Cipayung , Lubang Buaya ,60000, Jalur Hijau Jalan 
825012006,JH Raya Lubang Buaya, Jl. Raya Lubang Buaya , Jakarta Timur , Cipayung , Lubang Buaya ,3000, Jalur Hijau Jalan 
825012013,JH Munjul, Jl. Munjul , Jakarta Timur , Cipayung , Munjul ,1000, Jalur Hijau Jalan 
825012007,JH Raya Hankam, Jl. Raya Hankam , Jakarta Timur , Cipayung , Setu ,18500, Jalur Hijau Jalan 
825012003,JH Raya Setu, Jl. Raya Setu , Jakarta Timur , Cipayung , Setu ,2250, Jalur Hijau Jalan 
825011020,JH PKP, Jl. PKP , Jakarta Timur , Ciracas , -   ,1000, Jalur Hijau Jalan 
825011007,JH Lapangan Tembak, Jl. Lapangan Tembak , Jakarta Timur , Ciracas , -   ,10000, Jalur Hijau Jalan 
825011005,JH Kelapa Dua Wetan B, Jl. Kelapa Dua Wetan , Jakarta Timur , Ciracas , -   ,1280, Jalur Hijau Jalan 
825011008,JH Kelapa Dua Wetan A, Jl. Kelapa Dua Wetan , Jakarta Timur , Ciracas , -   ,8960, Jalur Hijau Jalan 
825011006,JH Kelapa Dua Wetan C, Jl. Kelapa Dua Wetan (Komp. In , Jakarta Timur , Ciracas , -   ,1920, Jalur Hijau Jalan 
825011002,JH Cibubur Permai, Jl. Cibubur Permai , Jakarta Timur , Ciracas , Cibubur ,20400, Jalur Hijau Jalan 
825011022,JH Jambore, Jl. Raya Jambore , Jakarta Timur , Ciracas , Cibubur ,1000, Jalur Hijau Jalan 
825011003,JH Pulau Jalan, Jl. Raya Jambore , Jakarta Timur , Ciracas , Cibubur ,1000, Jalur Hijau Jalan 
825011023,JH Bhakti Karya, Jl. Bhakti Karya , Jakarta Timur , Ciracas , Cibubur ,1000, Jalur Hijau Jalan 
825011001,JH Ry. Taman Bunga-Cibubur, Jl. Ry. Tm. BungaCibubur , Jakarta Timur , Ciracas , Cibubur ,10000, Jalur Hijau Jalan 
825011015,JH Bungur, Jl. Bungur , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011013,JH Centex, Jl. Centex , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011018,JH Poncol (Ciracas), Jl. Poncol , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011014,JH Penganten Ali, Jl. Penganten Ali , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011021,JH Kiwi, Jl. Kiwi , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011019,JH Ciracas, Jl. Raya Ciracas , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011017,JH H. Bading, Jl. H. Bading , Jakarta Timur , Ciracas , Ciracas ,1000, Jalur Hijau Jalan 
825011024,JH Tanah Merdeka Utara (Susukan B), Jl. Tanah Merdeka Utara , Jakarta Timur , Ciracas , Rambutan ,1000, Jalur Hijau Jalan 
825011011,JH Tanah Merdeka Utara (Susukan A), Jl. Tanah Merdeka Utara , Jakarta Timur , Ciracas , Rambutan ,1000, Jalur Hijau Jalan 
825011009,JH Raya Bogor (Susukan), Jl. Raya Bogor , Jakarta Timur , Ciracas , Rambutan ,57000, Jalur Hijau Jalan 
825011004,JH Tanah Merdeka Selatan, Jl. Tanah Merdeka Selatan , Jakarta Timur , Ciracas , Susukan ,1000, Jalur Hijau Jalan 
825011016,JH Suci, Jl. Suci , Jakarta Timur , Ciracas , Susukan ,1000, Jalur Hijau Jalan 
825011012,JH Supriadi, Jl. Supriadi , Jakarta Timur , Ciracas , Susukan ,1000, Jalur Hijau Jalan 
825011010,JH TB. Simatupang (Rambutan), Jl. TB. SimatupangKamp. Rambu , Jakarta Timur , Ciracas , Susukan ,2160, Jalur Hijau Jalan 
825031022,JH Selat Sunda (Komplek AL), Jl. Selat Sunda , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031018,JH Arafuru, Jl. Arafuru , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031007,JH Kejaksaan," Jl. Kejaksaan, Arawur, Jl. Sam ", Jakarta Timur , Duren Sawit , Duren Sawit ,28026, Jalur Hijau Jalan 
825031027,JH Teluk Samudra, Jl. Teluk Samudra , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031034,JH Duren Sawit Raya (Duren Sawit), Jl. Duren Sawit Raya , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031021,JH Kol Sugiono (Duren Sawit), Jl. Kol Sugiono , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031019,JH Laut Banda, Jl. Laut Banda , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031008,JH Raden Intan, Jl. Raden Intan I  II , Jakarta Timur , Duren Sawit , Duren Sawit ,14300, Jalur Hijau Jalan 
825031028,JH Lingkar Duren Sawit, Jl. Lingkar Duren Sawit , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031026,JH Selat Raas, Jl. Selat Raas , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Jalur Hijau Jalan 
825031004,JH Pahlawan Revolusi (Klender), Jl. Pahlawan Revolusi , Jakarta Timur , Duren Sawit , Klender ,7800, Jalur Hijau Jalan 
825031024,JH Duren Sawit Raya (klender), Jl. Duren Sawit Raya , Jakarta Timur , Duren Sawit , Klender ,1000, Jalur Hijau Jalan 
825031029,JH Dermaga, Jl. Dermaga , Jakarta Timur , Duren Sawit , Klender ,1000, Jalur Hijau Jalan 
825031005,JH Viaduct Klender, Viaduct Klender , Jakarta Timur , Duren Sawit , Klender ,15000, Jalur Hijau Jalan 
825031030,JH I Gusti Ngurah Rai (Klender), Jl. I Gusti Ngurah Rai , Jakarta Timur , Duren Sawit , Klender ,1000, Jalur Hijau Jalan 
825031015,JH Malaka Selatan S/d Pendidikan, Jl. Malaka Selatan S/d Pendidi , Jakarta Timur , Duren Sawit , Malaka Jaya ,6980, Jalur Hijau Jalan 
825031013,JH IG. Ngurah Ray (Malaka Jaya), Jl. IG. Ngurah Ray , Jakarta Timur , Duren Sawit , Malaka Jaya ,25595, Jalur Hijau Jalan 
825031014,JH Malaka Jaya/Malaka Sari, Jl. Malaka Jaya/Malaka Sari , Jakarta Timur , Duren Sawit , Malaka Jaya ,5804, Jalur Hijau Jalan 
825031032,JH Rusun Klender, Jl. Rusun Klender , Jakarta Timur , Duren Sawit , Malaka Jaya ,1000, Jalur Hijau Jalan 
825031012,JH Perumnas Klender, Jl. Perumnas Klender dsk , Jakarta Timur , Duren Sawit , Malaka Sari ,6900, Jalur Hijau Jalan 
825031006,JH Jend. Sukamto, Jl. Jend. Sukamto , Jakarta Timur , Duren Sawit , Malaka Sari ,18600, Jalur Hijau Jalan 
825031035,JH Pahlawan Revolusi (Pndk Bambu), Jl. Pahlawan Revolusi , Jakarta Timur , Duren Sawit , Pondok Bambu ,1000, Jalur Hijau Jalan 
825031002,JH Inspeksi Kali Malang (Pndk Bambu), JHJ. Inspeksi Kl Malang , Jakarta Timur , Duren Sawit , Pondok Bambu ,8370, Jalur Hijau Jalan 
825031033,JH Wijaya Kusuma (Pndk Bambu), Jl. Wijaya Kusuma , Jakarta Timur , Duren Sawit , Pondok Bambu ,1000, Jalur Hijau Jalan 
825031031,JH Basuki Rahmat (Pndk Bambu), Jl. Basuki Rahmat , Jakarta Timur , Duren Sawit , Pondok Bambu ,1000, Jalur Hijau Jalan 
825031025,JH SMU 71, Jl. Betung Raya , Jakarta Timur , Duren Sawit , Pondok Bambu ,1000, Jalur Hijau Jalan 
825031003,JH Kol Sugiono (Pndk Bambu), Jl. Kol Sugiono , Jakarta Timur , Duren Sawit , Pondok Bambu ,9000, Jalur Hijau Jalan 
825031001,JH Pd. Bambu Raya, Jl. Pd. Bambu Raya , Jakarta Timur , Duren Sawit , Pondok Bambu ,1500, Jalur Hijau Jalan 
825031011,JH Pondok Kelapa RW. 02, Komp. Pondok Kelapa , Jakarta Timur , Duren Sawit , Pondok Kelapa ,20034, Jalur Hijau Jalan 
825031020,JH Kelapa Sawit Raya, Jl. Kelapa Sawit Raya , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1000, Jalur Hijau Jalan 
825031009,JH Pd. Kelapa Raya, Jl. Pondok Kelapa Raya , Jakarta Timur , Duren Sawit , Pondok Kelapa ,8024, Jalur Hijau Jalan 
825031023,JH Inspeksi Kali Malang (Pndk Kelapa), Jl. Inspeksi Kali Malang , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1000, Jalur Hijau Jalan 
825031010,JH H. Naman, Jl. H. Naman , Jakarta Timur , Duren Sawit , Pondok Kelapa ,2450, Jalur Hijau Jalan 
825031016,JH Pd. Kopi s/d Arabika, Jl. Pd. Kopi s/d Arabika , Jakarta Timur , Duren Sawit , Pondok Kopi ,9560, Jalur Hijau Jalan 
825031017,JH Pondok Kopi RW. 08, Jl. Pondok Kopi Raya , Jakarta Timur , Duren Sawit , Pondok Kopi ,20000, Jalur Hijau Jalan 
825030004,JH Jatinegara Timur, Jl. Jatinegara Timur , Jakarta Timur , Jatinegara , -   ,3225, Jalur Hijau Jalan 
825030011,JH Basuki Rahmat (Kampung Melayu), Jl. Basuki Rahmat , Jakarta Timur , Jatinegara , -   ,7328, Jalur Hijau Jalan 
825030003,JH Otista Raya, Jl. Otista Raya , Jakarta Timur , Jatinegara , Bidara Cina ,8000, Jalur Hijau Jalan 
825030001,JH Mutu Manikam, Jl. Mutu Manikam , Jakarta Timur , Jatinegara , Bidara Cina ,1600, Jalur Hijau Jalan 
825030002,JH MT. Haryono (Cipinang Cempedak), Jl. MT. Haryono , Jakarta Timur , Jatinegara , Bidara Cina ,12186, Jalur Hijau Jalan 
825030010,JH Bekasi Timur Raya, Jl. Bekasi Timur Raya , Jakarta Timur , Jatinegara , Cipinang Besar Utara ,3410, Jalur Hijau Jalan 
825030008,JH DI Panjaitan, Jl. DI Panjaitan , Jakarta Timur , Jatinegara , Cipinang Cempedak ,29500, Jalur Hijau Jalan 
825030009,JH Cipinang Jaya, Jl. Cipinang Jaya , Jakarta Timur , Jatinegara , Cipinang Muara ,11150, Jalur Hijau Jalan 
825030012,JH Jatinegara Barat, Jl. Jatinegara Barat , Jakarta Timur , Jatinegara , Kampung Melayu ,1000, Jalur Hijau Jalan 
825030005,JH Bekasi Timur (Cipinang Muara), Jl. Bekasi Timur , Jakarta Timur , Jatinegara , Rawa Bunga ,507, Jalur Hijau Jalan 
825030006,JH Viaduct Jatinegara, Jl. Bekasi Timur , Jakarta Timur , Jatinegara , Rawa Bunga ,50000, Jalur Hijau Jalan 
825030007,JH Bekasi Barat Raya, Jl. Bekasi Barat Raya , Jakarta Timur , Jatinegara , Rawa Bunga ,4000, Jalur Hijau Jalan 
825020012,JH Balekambang, Jl. Balekambang Raya , Jakarta Timur , Kramat Jati , Bale Kambang ,1000, Jalur Hijau Jalan 
825020010,JH Raya Condet Bale Kambang, Jl. Raya Condet Bale Kambang , Jakarta Timur , Kramat Jati , Bale Kambang ,1000, Jalur Hijau Jalan 
825020009,JH MT Haryono Cawang (A), MT. Haryono , Jakarta Timur , Kramat Jati , Cawang ,8120, Jalur Hijau Jalan 
825020005,JH Mayjen Sutoyo (Cawang), Jl. Depan PLN Cililitan Jl. Su , Jakarta Timur , Kramat Jati , Cawang ,6597, Jalur Hijau Jalan 
825020014,JH Dewi Sartika, Jl. Dewi Sartika , Jakarta Timur , Kramat Jati , Cawang ,1000, Jalur Hijau Jalan 
825020003,JH MT. Haryono Cawang (B), Jl. Hijau Jl. Maydjen Haryono , Jakarta Timur , Kramat Jati , Cawang ,9000, Jalur Hijau Jalan 
825020008,JH Raya Bogor (Cililitan), Jl. Hijau Kalibaru Jl. Raya Bo , Jakarta Timur , Kramat Jati , Cililitan ,450, Jalur Hijau Jalan 
825020006,JH Mayjend Sutoyo (Cililitan), Jl. Hijau Mayjend Sutoyo , Jakarta Timur , Kramat Jati , Cililitan ,3500, Jalur Hijau Jalan 
825020011,JH Alhawi, Jl. Raya Condet , Jakarta Timur , Kramat Jati , Cililitan ,1000, Jalur Hijau Jalan 
825020007,JH Cililitan Besar (Cililitan), Jl. Hijau Cililitan Besar , Jakarta Timur , Kramat Jati , Cililitan ,6000, Jalur Hijau Jalan 
825020001,JH Raya Pondok Gede, Jl. Hijau Jl. Raya Pondok Gede , Jakarta Timur , Kramat Jati , Dukuh ,2300, Jalur Hijau Jalan 
825020013,JH Dukuh Raya, Jl. Dukuh Raya , Jakarta Timur , Kramat Jati , Dukuh ,1000, Jalur Hijau Jalan 
825020002,JH Taman Kali Ciliwung, Komplek PHB Dukuh , Jakarta Timur , Kramat Jati , Dukuh ,16000, Jalur Hijau Jalan 
825020004,JH Raya Bogor (Kampung Tngh), Jl. Depan RS. AD. Jl. Raya Bog , Jakarta Timur , Kramat Jati , Kramat Jati ,235, Jalur Hijau Jalan 
825021021,JH Inspeksi Tarum Barat, Jl. Inspeksi Tarum Barat , Jakarta Timur , Makasar , Cipinang Melayu ,3000, Jalur Hijau Jalan 
825021022,JH Swadaya, Jl. Swadaya , Jakarta Timur , Makasar , Cipinang Melayu ,800, Jalur Hijau Jalan 
825021023,JH Jatiwaringin, Jl. Jatiwaringin , Jakarta Timur , Makasar , Cipinang Melayu ,5600, Jalur Hijau Jalan 
825021019,JH Komp. Halim, Jl. Komp. Halim , Jakarta Timur , Makasar , Halim Perdana Kusumah ,3200, Jalur Hijau Jalan 
825021016,JH Pondok Gede, Jl. Pondok Gede , Jakarta Timur , Makasar , Halim Perdana Kusumah ,10800, Jalur Hijau Jalan 
825021014,JH Squadron, Jl. Squadron , Jakarta Timur , Makasar , Halim Perdana Kusumah ,9600, Jalur Hijau Jalan 
825021020,JH Trikora, Jl. Trikora , Jakarta Timur , Makasar , Halim Perdana Kusumah ,10000, Jalur Hijau Jalan 
825021018,JH Asrama Haji, Jl. Asrama Haji , Jakarta Timur , Makasar , Halim Perdana Kusumah ,2000, Jalur Hijau Jalan 
825021015,JH Golf Halim, Jl. Golf Halim , Jakarta Timur , Makasar , Halim Perdana Kusumah ,7200, Jalur Hijau Jalan 
825021009,JH Usman Harun I, Jl. Usman Harun I , Jakarta Timur , Makasar , Kebon Pala ,1500, Jalur Hijau Jalan 
825021024,JH Perindustrian, Jl. Perindustrian , Jakarta Timur , Makasar , Kebon Pala ,1000, Jalur Hijau Jalan 
825021012,JH Cililitan Besar (Kebon Pala), Jl. Cililitan Besar , Jakarta Timur , Makasar , Kebon Pala ,4000, Jalur Hijau Jalan 
825021010,JH Permata (Kebon Pala), Jl. Permata , Jakarta Timur , Makasar , Kebon Pala ,3000, Jalur Hijau Jalan 
825021008,JH PPD, Jl. PPD , Jakarta Timur , Makasar , Kebon Pala ,1300, Jalur Hijau Jalan 
825021013,JH Lereng Cililitan Besar, Jl. Lereng Cililitan Besar , Jakarta Timur , Makasar , Kebon Pala ,1280, Jalur Hijau Jalan 
825021011,JH Komodor dan Halim, Jl. Komodor dan Halim , Jakarta Timur , Makasar , Kebon Pala ,15658, Jalur Hijau Jalan 
825021007,JH Lereng Jl. Kerja Bakti, Jl. Lereng Jl. Kerja Bakti , Jakarta Timur , Makasar , Makasar ,1660, Jalur Hijau Jalan 
825021005,JH Pintu II TMII (Makasar), Jl. Pintu II TMII , Jakarta Timur , Makasar , Makasar ,1600, Jalur Hijau Jalan 
825021026,JH GOR, JL. GOR , Jakarta Timur , Makasar , Makasar ,1000, Jalur Hijau Jalan 
825021006,JH Ujung Landasan, Jl. Ujung Landasan , Jakarta Timur , Makasar , Makasar ,6650, Jalur Hijau Jalan 
825021004,JH Kerja Bakti, Jl. Kerja Bakti , Jakarta Timur , Makasar , Makasar ,1200, Jalur Hijau Jalan 
825021025,JH Lembur, Jl. Lembur , Jakarta Timur , Makasar , Makasar ,1000, Jalur Hijau Jalan 
825021003,JH Pintu I Taman Mini (Pinang Ranti A), Jl. Pintu I Taman Mini , Jakarta Timur , Makasar , Pinang Ranti ,80000, Jalur Hijau Jalan 
825021001,JH Pintu I TMII (Pinang Ranti B), Jl. Pintu I TMII , Jakarta Timur , Makasar , Pinang Ranti ,600, Jalur Hijau Jalan 
825021027,JH KOOP DARA, Jl. KOOP Dara , Jakarta Timur , Makasar , Pinang Ranti ,1000, Jalur Hijau Jalan 
825021002,JH SMU 48, Jl. SMU 48 , Jakarta Timur , Makasar , Pinang Ranti ,1400, Jalur Hijau Jalan 
825040011,JH Pembina, Jl. Pembina , Jakarta Timur , Matraman , -   ,2268, Jalur Hijau Jalan 
825040012,JH Tegalan, Jl. Tegalan , Jakarta Timur , Matraman , -   ,1609, Jalur Hijau Jalan 
825040013,JH Pal Meriam, Jl. Pal Meriam , Jakarta Timur , Matraman , -   ,800, Jalur Hijau Jalan 
825040009,JH Kayu Manis Timur, Jl. Kayu Manis Timur , Jakarta Timur , Matraman , Kayu Manis ,6240, Jalur Hijau Jalan 
825040010,JH Kayu Manis Barat, Jl. Kayu Manis Barat , Jakarta Timur , Matraman , Kayu Manis ,3182, Jalur Hijau Jalan 
825040016,JH Slamet Riyadi, Jl. Slamet Riyadi , Jakarta Timur , Matraman , Kebon Manggis ,2640, Jalur Hijau Jalan 
825040014,JH Matraman Raya, Jl. Matraman Raya , Jakarta Timur , Matraman , Kebon Manggis ,12250, Jalur Hijau Jalan 
825040015,JH Kesatrian Raya, Jl. Kesatrian Raya , Jakarta Timur , Matraman , Kebon Manggis ,1050, Jalur Hijau Jalan 
825040001,JH SKIP & Budi Utomo, Jl. SKIP & Budi Utomo , Jakarta Timur , Matraman , Pisangan Baru ,3800, Jalur Hijau Jalan 
825040002,JH Pisangan Baru Utara, Jl. Pisangan Baru Utara , Jakarta Timur , Matraman , Pisangan Baru ,1745, Jalur Hijau Jalan 
825040007,JH Kelapa Sawit, Jl. Kelapa Sawit , Jakarta Timur , Matraman , Utan Kayu Selatan ,675, Jalur Hijau Jalan 
825040008,JH Kebon Kelapa, Jl. Kebon Kelapa , Jakarta Timur , Matraman , Utan Kayu Selatan ,915, Jalur Hijau Jalan 
825040005,JH Nanas (Pal Meriam), Jl. Nanas (Balai Rakyat) , Jakarta Timur , Matraman , Utan Kayu Utara ,2400, Jalur Hijau Jalan 
825040003,JH Pramuka (Pal Meriam), Jl. Pramuka , Jakarta Timur , Matraman , Utan Kayu Utara ,7500, Jalur Hijau Jalan 
825040006,JH Jend. A. Yani, Jl. Jend. A. Yani , Jakarta Timur , Matraman , Utan Kayu Utara ,6000, Jalur Hijau Jalan 
825040004,JH Utan Kayu, Jl. Utan Kayu , Jakarta Timur , Matraman , Utan Kayu Utara ,3380, Jalur Hijau Jalan 
825010003,JH Kampung Asem, Jl. Kampung Asem , Jakarta Timur , Pasar Rebo , -   ,800, Jalur Hijau Jalan 
825010007,JH R Fadillah (Jlr Tengah), Jl. R Fadillah , Jakarta Timur , Pasar Rebo , Cijantung ,1000, Jalur Hijau Jalan 
825010005,JH Raya Pendidikan (Cijantung A), Jl. Raya Pendidikan , Jakarta Timur , Pasar Rebo , Cijantung ,500, Jalur Hijau Jalan 
825010008,JH Gongseng (Jlr Pinggir), Jl. Gongseng , Jakarta Timur , Pasar Rebo , Cijantung ,1000, Jalur Hijau Jalan 
825010006,JH Raya Kesehatan, Jl. Raya Kesehatan , Jakarta Timur , Pasar Rebo , Cijantung ,530, Jalur Hijau Jalan 
825010004,JH Raya Pendidikan (Cijantung B), Jl. Raya Pendidikan , Jakarta Timur , Pasar Rebo , Cijantung ,660, Jalur Hijau Jalan 
825010002,JH Kalisari Lapan, Jl. Kalisari Lapan , Jakarta Timur , Pasar Rebo , Pekayon ,2100, Jalur Hijau Jalan 
825010009,JH Pekayon (pinggir), Jl. Pekayon , Jakarta Timur , Pasar Rebo , Pekayon ,1000, Jalur Hijau Jalan 
825010001,JH Raya Bogor (Pekayon), Jl. Raya Bogor , Jakarta Timur , Pasar Rebo , Pekayon ,1500, Jalur Hijau Jalan 
825050017,JH Kayu Putih Timur, Jl. Kayu Putih Timur , Jakarta Timur , Pulo Gadung , -   ,12000, Jalur Hijau Jalan 
825050015,JH Kayu Putih Selatan, Jl. Kayu Putih Selatan , Jakarta Timur , Pulo Gadung , -   ,12000, Jalur Hijau Jalan 
825050020,JH Palad, Jl. Palad , Jakarta Timur , Pulo Gadung , -   ,1500, Jalur Hijau Jalan 
825050018,JH Kayu Mas, Jl. Kayu Mas , Jakarta Timur , Pulo Gadung , -   ,2400, Jalur Hijau Jalan 
825050016,JH Pulo Nangka, Jl. Pulo Nangka , Jakarta Timur , Pulo Gadung , -   ,1000, Jalur Hijau Jalan 
825050014,JH Kayu Putih Tengah, Jl. Kayu Putih Tengah , Jakarta Timur , Pulo Gadung , -   ,9870, Jalur Hijau Jalan 
825050019,JH Perintis, Jl. Perintis , Jakarta Timur , Pulo Gadung , -   ,19600, Jalur Hijau Jalan 
825050013,JH Bekasi Timur (Cipinang), Jl. Bekasi Timur , Jakarta Timur , Pulo Gadung , Cipinang ,17000, Jalur Hijau Jalan 
825050011,JH Cipinang Baru Utara, Jl. Cipinang Baru Utara , Jakarta Timur , Pulo Gadung , Cipinang ,2500, Jalur Hijau Jalan 
825050009,JH Cipinang Baru Raya, Jl. Cipinang Baru Raya , Jakarta Timur , Pulo Gadung , Cipinang ,4750, Jalur Hijau Jalan 
825050012,JH Cipinang Baru Bunder, Jl. Cipinang Baru Bunder , Jakarta Timur , Pulo Gadung , Cipinang ,6600, Jalur Hijau Jalan 
825050010,JH Cipinang Baru Timur, Jl. Cipinang Baru Timur , Jakarta Timur , Pulo Gadung , Cipinang ,1500, Jalur Hijau Jalan 
825050008,JH Persahabatan (Cipinang), Jl. Persahabatan , Jakarta Timur , Pulo Gadung , Cipinang ,7200, Jalur Hijau Jalan 
825050063,JH Pulo Asem Utara, Jl. Pulo Asem Utara , Jakarta Timur , Pulo Gadung , Jati ,1000, Jalur Hijau Jalan 
825050039,JH Gurame, Jl. Gurame , Jakarta Timur , Pulo Gadung , Jati ,1800, Jalur Hijau Jalan 
825050037,JH Tawes, Jl. Tawes , Jakarta Timur , Pulo Gadung , Jati ,1800, Jalur Hijau Jalan 
825050046,JH Pulo Asem Timur, Jl. Pulo Asem Timur , Jakarta Timur , Pulo Gadung , Jati ,4250, Jalur Hijau Jalan 
825050035,JH Alu-Alu, Jl. AluAlu , Jakarta Timur , Pulo Gadung , Jati ,2538, Jalur Hijau Jalan 
825050044,JH Bandeng, Jl. Bandeng , Jakarta Timur , Pulo Gadung , Jati ,2000, Jalur Hijau Jalan 
825050033,JH Velladrum, Jl. Velladrum , Jakarta Timur , Pulo Gadung , Jati ,2900, Jalur Hijau Jalan 
825050042,JH Kakap Raya, Jl. Kakap Raya , Jakarta Timur , Pulo Gadung , Jati ,2337, Jalur Hijau Jalan 
825050040,JH Layur, Jl. Layur , Jakarta Timur , Pulo Gadung , Jati ,13800, Jalur Hijau Jalan 
825050038,JH Sunan Drajat, Jl. Sunan Drajat , Jakarta Timur , Pulo Gadung , Jati ,2625, Jalur Hijau Jalan 
825050036,JH Tenggiri, Jl. Tenggiri , Jakarta Timur , Pulo Gadung , Jati ,4400, Jalur Hijau Jalan 
825050045,JH Bawal, Jl. Bawal , Jakarta Timur , Pulo Gadung , Jati ,2350, Jalur Hijau Jalan 
825050034,JH Paus, Jl. Paus , Jakarta Timur , Pulo Gadung , Jati ,1500, Jalur Hijau Jalan 
825050043,JH Gabus, Jl. Gabus , Jakarta Timur , Pulo Gadung , Jati ,4000, Jalur Hijau Jalan 
825050032,JH Pemuda (Pulo Gadung), Jl. Pemuda , Jakarta Timur , Pulo Gadung , Jati ,2000, Jalur Hijau Jalan 
825050041,JH Pulo Asem Raya, Jl. Pulo Asem Raya , Jakarta Timur , Pulo Gadung , Jati ,4500, Jalur Hijau Jalan 
825050066,JH Segitiga Tugas, Jl. Pemuda , Jakarta Timur , Pulo Gadung , Jatinegara Kaum ,1000, Jalur Hijau Jalan 
825050064,JH Bekasi Raya (Jatinegara Kaum), Jl. Bekasi Raya , Jakarta Timur , Pulo Gadung , Jatinegara Kaum ,1000, Jalur Hijau Jalan 
825050050,JH Tri Jaya, Jl. Tri Jaya , Jakarta Timur , Pulo Gadung , Kayu Putih ,975, Jalur Hijau Jalan 
825050048,JH Bangunan, Jl. Bangunan Barat , Jakarta Timur , Pulo Gadung , Kayu Putih ,13440, Jalur Hijau Jalan 
825050057,JH ASMI, Kampus ASMI , Jakarta Timur , Pulo Gadung , Kayu Putih ,1000, Jalur Hijau Jalan 
825050055,JH Pulo Mas Utara, Jl. Pulo Mas Utara , Jakarta Timur , Pulo Gadung , Kayu Putih ,1000, Jalur Hijau Jalan 
825050053,JH Kikir Raya, Jl. Kikir Raya , Jakarta Timur , Pulo Gadung , Kayu Putih ,2400, Jalur Hijau Jalan 
825050051,JH Tener, Jl. Tener , Jakarta Timur , Pulo Gadung , Kayu Putih ,5000, Jalur Hijau Jalan 
825050049,JH Pondasi, Jl. Pondasi , Jakarta Timur , Pulo Gadung , Kayu Putih ,4200, Jalur Hijau Jalan 
825050062,JH Pulo Mas Timur, Jl. Pulo Mas Timur , Jakarta Timur , Pulo Gadung , Kayu Putih ,1000, Jalur Hijau Jalan 
825050047,JH Kayu Putih Raya, Jl. Kay Putih Raya , Jakarta Timur , Pulo Gadung , Kayu Putih ,4500, Jalur Hijau Jalan 
825050058,JH Pulo Mas Selatan, Jl. Pulo Mas Selatan , Jakarta Timur , Pulo Gadung , Kayu Putih ,1000, Jalur Hijau Jalan 
825050056,JH Tanah Mas I, Jl. Tanah Mas I , Jakarta Timur , Pulo Gadung , Kayu Putih ,975, Jalur Hijau Jalan 
825050054,JH Pulo Mas III, Jl. Pulo Mas III , Jakarta Timur , Pulo Gadung , Kayu Putih ,2400, Jalur Hijau Jalan 
825050052,JH Pulo Mas Raya, Jl. Pulo Mas Raya , Jakarta Timur , Pulo Gadung , Kayu Putih ,1600, Jalur Hijau Jalan 
825050065,JH Pulo Mas Barat, Jl. Pulo Mas Barat , Jakarta Timur , Pulo Gadung , Kayu Putih ,1000, Jalur Hijau Jalan 
825050006,JH Persahabatan (Pisangan Tmr), Jl. Persahabatan , Jakarta Timur , Pulo Gadung , Pisangan Timur ,1200, Jalur Hijau Jalan 
825050004,JH Pisangan Lama, Jl. Pisangan Lama , Jakarta Timur , Pulo Gadung , Pisangan Timur ,2250, Jalur Hijau Jalan 
825050002,JH Bojana Tirta, Jl. Bojana Tirta , Jakarta Timur , Pulo Gadung , Pisangan Timur ,3500, Jalur Hijau Jalan 
825050007,JH Pasar Induk, Jl. Pasar Induk , Jakarta Timur , Pulo Gadung , Pisangan Timur ,2200, Jalur Hijau Jalan 
825050005,JH Cipinang Kebembem, Jl. Cipinang Kebembem , Jakarta Timur , Pulo Gadung , Pisangan Timur ,9200, Jalur Hijau Jalan 
