nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
TK Pertiwi IV,20111627,1,JL. KOMP. DDN I POLA,Pondok Labu,16303,,0,0,,,,,2
TK Pertiwi V Pmd,20111628,1,JL. RAYA PASAR MINGGU,Pejaten Barat,16302,,0,0,,,,,2
TK Pertiwi V Pmd,69830784,1,RAYA PASAR MINGGU KM.19,Pejaten Barat,16302,,0,0,,,,,2
TK Pertiwi Vi,69830817,1,Komplek DDN II,Pondok Labu,16303,12450,0,0,021-7669860,0,rasmitun10@gmail.com,,2
TK Pertiwi Vi,20111629,1,JL. KOMPLEK DEPDAGRI II,Pondok Labu,16303,,0,0,,,,,2
TK Pertiwi Vi,69785949,1,Komp. Depdagri II,Pondok Labu,16303,,0,0,,,,,2
TK Perwanida,20111630,1,JL. KOMP. DEP. AGAMA RT. 6/3,Gandaria Selatan,16303,12420,0,0,021-7693535,,,,2
TK Perwara,69820365,1,Komplek Angkasa Pura Jl. Mokmer IV,Gunung Sahari Utara,16007,,0,0,021-6454987,,perwaratk@gmail.com,,2
TK Perwara,20110509,1,JL. ANGKASAPURA I BLOK J/22,Kelurahan Gunung Sahari U,16007,,0,0,,,,,2
TK Perwitasari,20110510,1,Jl. Angkasa Komplek POLRI RT.011 RW.09,Gunung Sahari Selatan,16006,10610,0,0,0821-12280021,,perwitasarijakpus@gmail.com,,2
TK Pestalozzi,20177887,1,BUKIT PERMAI BLOK R6,Cibubur,16402,,0,0,,,,,2
TK Petra,20111208,1,JL. ALFA INDAH,Joglo,16201,,0,0,,,,,2
TK Pgri,69795713,1,Jl. Sungani Landak,Cilincing,16106,,0,0,,,,,2
TK Pgri,20110739,1,JL. SUNGAI LANDAK,Cilincing,16106,,0,0,,,,,2
TK Pilar Bangsa,20110317,1,JL. JATIWARINGIN RAYA NO. 8 JAKARTA TIMUR,Cipinang Melayu,16404,13620,-6.274348,106.91268,021-8606530,218606530,pilarbangsa_03@yahoo.com,,2
TK Pilar Bangsa,20112136,1,Jl. Jatiwaringin Raya,Cipinang Melayu,16404,,0,0,,,,,2
TK Pinang,20111631,1,JL. PINANG I NO. 54,Pondok Labu,16303,12450,-6.310231,106.796744,021-7504827,,srisukartini07@gmail.com,,2
TK Pinocchio,20112510,1,ARIES UTAMA III BLOK.B1 NO.03,Meruya Utara,16201,,0,0,,,,,2
TK Pkk Jatinegara Kaum,20109726,1,JL.TB BADARUDDIN,,16409,13250,0,0,021-4890067,,anisukirno@gmail.com,,2
TK Pkk Jatinegara Kaum,20112102,1,JL. TB. BADARUDIN,Jatinegara Kaum,16409,,0,0,,,,,2
TK Pkk Restu,69789141,1,PEPAYA RT.02 RW.05,Jagakarsa,16301,,0,0,,,,,2
TK Pkk Restu,69830740,1,Jl. Pepaya Raya No. 1 RT. 002/05,Jagakarsa,16301,12620,0,0,,,tkpkkrestu@yahoo.co.id,,2
TK Pkk Restu,20111610,1,JL. PEPAYA I JAGAKARSA,Jagakarsa,16301,,0,0,,,,,2
TK Pkp Jakarta Islamic School,20109885,1,JL.RAYA PKP KDW CIRACAS,,16402,13730,0,0,021-8706295,8718642,midianizuk@gmail.com,http://pkpdkijakarta.org.id,2
TK Pluit Raya,20110753,1,JL. JEMBATAN TIGA NO. 1,Pejagalan,16101,,0,0,,,,,2
TK Pluit Raya,69856976,1,Jl. Jembatan 3 No.1,Penjaringan,16101,,0,0,,,,,2
TK Pola Asih,69915959,1,Jalan Pondok Labu 1B No. 24,Pondok Labu,16303,12450,0,0,021-7656604,0,mseptikaa@gmail.com,,2
TK Pondok Indah Global School,69892528,1,Jl. Duta Indah Pondok Indah,Cilandak Barat,16303,,0,0,,,,,2
TK Popay Montessori,69961273,1,APARTEMEN GADING MEDITERANIA TOWER B UNIT CB JL. BOULEVARD BUKIT GADING RAYA,Kelapa Gading Barat,16105,,0,0,,,,,2
TK Prakarsa Anisa,20111209,1,JL. RAYA BENGKEL,Cengkareng Barat,16207,11730,0,0,0896-47058789,,,,2
TK Prasiswa,20112137,1,JL. PISANGAN TIMUR III  NO.1,Pisangan Timur,16409,,0,0,,,,,2
TK Prasiswa,20109709,1,JL.PISANGAN LAMA III/1,,16409,,0,0,,,,,2
TK Providentia,20111210,1,JL. KEDOYA RAYA NO. 35,Kedoya Utara,16202,11512,0,0,021-5652477,215652459,bm_providentia@yahoo.com,,2
TK Pskd II,20110503,1,JL. KRAMAT IV/29,Kelurahan Kenari,16003,,0,0,,,,,2
TK Pskd IV,20110504,1,JL. PRAPATAN NO. 26,Kelurahan Senen,16003,,0,0,,,,,2
TK Pskd Mandiri,20110505,1,JL. PATRA KUNINGAN RAYA BLOK L1 NO.,Menteng,16002,,0,0,021-3924384,,admin@spm.sch.id,,2
TK Puri Ananda,69830820,1,JALAN WIJAYA KUSUMA NO. 13,Cilandak Barat,16303,12430,0,0,021-75911207,,andri_m@cbn.net.id,http://puriananda.sch.id,2
TK Puri Ananda,69789184,1,JL.WIJAYA KUSUMA NO.13,Cilandak Barat,16303,,0,0,,,,,2
TK Puri Ananda,20111632,1,JL. WIJAYA KUSUMA NO. 13,Cilandak Barat,16303,,0,0,,,,,2
TK Puri Andika,20112138,1,JL. MAWAR MERAH I C NO. 3,Pondok Kopi,16407,,0,0,,,,,2
TK Puri Asih Karet,20111633,1,JLN. FLAMBOYAN NO.15,Karet,16310,,0,0,,,,,2
TK Puri Kembangan,20111211,1,JL. PURI KEMBANGAN BLOK A,Kembangan Utara,16201,11610,0,0,,,,,2
TK Purnama,20109798,1,JL. RAYA PENGGILINGAN RT. 08/07 NO. 25 PENGGILINGAN,,16408,,0,0,,,,,2
TK Purnama,20112139,1,Jl. Raya Penggilingan RT.008/07,Penggilingan,16408,,0,0,,,,,2
TK Purwarini,20110318,1,JL. KUDIN 25 A RT 001/03 MAKASAR,Makasar,16404,13570,-6.269012,106.875669,021-8094020,,purwarinitk@gmail.com,,2
TK Purwarini,20112140,1,Jl. Kudim,Makasar,16404,,0,0,,,,,2
TK Pusaka Abadi,69856961,1,Jl. V Teluk Gong,Pejagalan,16101,11450,0,0,021-66061644,,,http://shedevilhand@yahoo.com,2
TK Pusaka Abadi,20110754,1,JL. V NO. 28 TELUK GONG JAK-UT,Pejagalan,16101,,0,0,,,,,2
TK Puspa Bangsa,20111744,1,JL. RAYA BOGOR KM.19,Kramat Jati,16405,,0,0,,,,,2
TK Puspa Bangsa,20110098,1,JALAN RAYA BOGOR KM. 19 NO. 3 RT 008/010,Dukuh,16405,,0,0,,,,,2
TK Puspa Pesona,69820324,1,Jl. F Raya Air Mancur,Utan Panjang,16006,,0,0,,,,,2
TK Puspa Pesona,20110511,1,JL. UTAN PANJANG GG.R  RT 07/04,Kelurahan Utan Panjang,16006,,0,0,,,,,2
TK Puspa Sari,20112141,1,JL.KB.KELAPA TINGGI NO. 44,Utan Kayu Selatan,16410,13120,-6.208138,106.866331,021-8506737,,,,2
TK Puspa Sari,20109653,1,Jl.Kebon Kelapa Tinggi No.44,,16410,,0,0,,,,,2
TK Puspasari,20111212,1,JL. JELAMBAR SELATAN XVI/29,Jelambar Baru,16204,,0,0,,,,,2
TK Puspita,20111213,1,JL. SEMANGKA III UJUNG,Jati Pulo,16203,11430,0,0,021-5600022,,ritapuspita70@gmail.com,,2
TK Puspita Mekar,20112142,1,JL. DELIMA II NO. 44,Malaka Sari,16407,13470,0,0,021-8630809,,,,2
TK Puspita Mekar,20110053,1,JL. DELIMA II NO. 44,Malaka Sari,16407,,0,0,,,,,2
TK Putik,69954324,1,Jl. Bina Marga Raya No. 45 A,Cipayung,16403,13840,0,0,021-8455138,218455138,,,2
TK Putra Bangsa,20111214,1,JL. SETIA JAYA RAYA I,Jelambar Baru,16204,,0,0,,,,,2
TK Putra Bangsa,20109845,1,JL. RAWA KUNING RT. 04/02 NO. 41,,16408,,0,0,,,,,2
TK Putra Bangsa,20112143,1,Jl. Rawa Kuning Rt.004/02 No.41,Pulo Gebang,16408,,0,0,,,,,2
TK Putra Berdikari,20111634,1,JL. KOMP. DEP. KEUANGAN,Cilandak Barat,16303,,0,0,,,,,2
TK Putra Dharma Jakarta,20112490,1,JALAN WARUNG GANTUNG KP.KOJAN RT.010/06 NO.111,Kalideres,16208,11840,-6.154249,106.689198,,,,,2
TK Putra Fatahilah,20110512,1,Jl. Kp. Jawa Rawasari No.30,Rawasari,16005,,0,0,,,,,2
TK Putra I,20110054,1,JL. INSPEKSI SALURAN CIPINANG BESAR SELATAN,Cipinang Besar Selatan,16406,13410,0,0,021-8575653,,yuliyantitkp1@gmail.com,,2
TK Putra I,20112144,1,Jl. Inspeksi Saluran,Cipinang Besar Selatan,16406,,0,0,,,,,2
TK Putra Ibadah,69830870,1,JL. H. MUCHTAR RAYA NO. 78,Petukangan Utara,16304,12260,-6.225779,106.745235,021-5874307,,nia.kho23@gmail.com,,2
TK Putra Ibadah,20111636,1,JL. H. MUCHTAR RY. 78,Petukangan Utara,16304,,0,0,,,,,2
TK Putra Ibadah,69785723,1,JL.H.MUCHTAR RAYA NO.78,Petukangan Utara,16304,,0,0,,,,,2
TK Putra II,69831066,1,PINANG EMAS 3,Pondok Pinang,16305,12310,-6.266158,106.785049,021-7650575,,,,2
TK Putra II,20111635,1,JL. PINANG EMAS,Pondok Pinang,16305,,0,0,,,,,2
TK Putra II,69789175,1,JL.PINANG EMAS III,Pondok Pinang,16305,,0,0,,,,,2
TK Putra III,20110514,1,JL. PAM II No 1 Pejompongan,Bendungan Hilir,16001,10210,-6.2025,106.8105,0851-03200025,,sisyantitkputra3@gmail.com,,2
TK Putra Indonesia,20109975,1,JL TIRTA SARI I NO 57 RT 08/07,Kalisari,16401,,0,0,,,,,2
TK Putra Indonesia,20109580,1,JL. WARGA RT.001/06 NO. 16 PONDOK RANGGON,,16403,,0,0,,,,,2
TK Putra Indonesia,20112146,1,JL. TIRTASARI II NO. 24,Kalisari,16401,,0,0,,,,,2
TK Putra Indonesia,20112145,1,Jl. Pondok Ranggon,Pondok Ranggon,16403,,0,0,,,,,2
TK Putra IV,20111215,1,JL. WAY BASAI NO. 51,Tanjung Duren Utara,16204,11470,0,0,021-5643397,,nenengputra84@gmail.com,,2
TK Putra Jaya,69830875,1,Jl. Peninggaran Timur I No. 100 RT. 002/09,Kebayoran Lama Utara,16305,12240,0,0,0812-98381924,,tkputraja@yahoo.co.id,,2
TK Putra Jaya,20111637,1,JL. PENINGGARAN,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK Putra Jaya,69789204,1,PENINGGARAN TIMUR I,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK Putra Lestari,20111218,1,KOMP.DPR II KEBON JERUK,Kebon Jeruk,16202,11530,0,0,021-5301531,,romyherlamabang4@gmail.com,,2
TK Putra Mahardika,69909447,1,Jl. Pedongkelan RT.011/013 No.82,Kapuk,16207,,0,0,,,,,2
TK Putra Mahardika,69909461,1,Jl. Pedongkelan RT.011/013 No.82,Kapuk,16207,,0,0,,,,,2
TK Putra Nusa,20111216,1,JL. PRIMA NO. 1,Tegal Alur,16208,,0,0,,,,,2
TK Putra Pertiwi,69830869,1,Jl. Duku No. 5B,Petukangan Utara,16304,12260,-6.233096,106.756339,021-58901884,2158901884,tkputrapertiwi32@yahoo.com,,2
TK Putra Pertiwi,20111638,1,JL. APEL NO. 16,Petukangan Utara,16304,,0,0,,,,,2
TK Putra Pertiwi,69785737,1,DUKU,Petukangan Utara,16304,,0,0,,,,,2
TK Putra Setia,20110515,1,Jl. Kramat Sentiong No.51,Kenari,16003,,0,0,,,,,2
TK Putra Vi,69830882,1,"JL,SAPTA TARUNA I NO KOMP.PU PASAR JUMAT",Pondok Pinang,16305,12310,0,0,021-7653101,,hselayu@gmail.com,,2
TK Putra Vi,69786008,1,SAPTA TARUNA I NO.12,Pondok Pinang,16305,,0,0,,,,,2
TK Putra Vi,20111639,1,JL. KOMP. PU PASAR JUMAT,Pondok Pinang,16305,,0,0,,,,,2
TK Putra Xi,20111217,1,JL. RUSUN CENGKARENG SERUNI,Cengkareng Timur,16207,11730,-6.133685,106.739087,0812-94457121,,endangsasmita@gmail.com,,2
TK Qatrunnada,20109920,1,JL. CEMPAKA BARU I NO.1,Cempaka Baru,16006,,0,0,,,,,2
TK Qatrunnada,20110516,1,JL. CEMPAKA BARU I NO. 11,Kelurahan Cempaka Baru,16006,,0,0,,,,,2
TK Qothrun Nada,20111640,1,JL. MANGGA,Jagakarsa,16301,,0,0,,,,,2
TK Quba,69856822,1,Jl. DPR Joglo,Joglo,16201,,0,0,,,,,2
TK Quba,20111219,1,JL. DPR JOGLO,Joglo,16201,,0,0,,,,,2
TK Qudsi,69785812,1,JL.TAMAN KALIBATA NO.4,Duren Tiga,16308,,0,0,,,,,2
TK Qudsi,20111641,1,JL. T.M.P. KALIBATA NO. 4,Duren Tiga,16308,,0,0,,,,,2
TK Qur An Al Hikmah,69830964,1,BANGKA II/ 24 PELA MAMPANG JAKARTA SELATAN,Mampang Prapatan,16307,12720,-6.2455,106.818856,021-7194413,,alhikmahtk1510@yahoo.com,http://tkq_alhikmah@blogspot,2
TK Qur An Al Hikmah,69790062,1,MAMPANG PRAPATAN,Mampang Prapatan,16307,,0,0,,,,,2
TK Rachmat Ibu,20112147,1,JL. ROROTAN,Cakung Timur,16408,,0,0,,,,,2
TK Radhina,20109594,1,JL. ALAMANDA RT.004/03 CILANGKAP,,16403,,0,0,,,,,2
TK Rafa,69908074,1,Jl.Pemancingan RT.007/05,Srengseng,16201,11630,0,0,021-58902632,,,,2
TK Raffles Christian School,69938152,1,Jl. Gading Pelangi Indah No. 1,Pegangsaan Dua,16105,14240,0,0,,,,,2
TK Raffles Christian School (Rics),69923299,1,Jl.Pesanggrahan Raya,Meruya Utara,16201,11620,0,0,021-5845671,215847951,catur@raffles-international.org,,2
TK Raffles Cristian School Pondok Indah,90101099,1,Jl. Gedung Hijau Raya no. 1 Rt 015/013 Jakarta Selatan,Pondok Pinang,16305,,0,0,,,,,2
TK Raffles House Preschool,69943613,1,Jl. Taman Pluit Murni I No. 14 Jakarta Utara,Penjaringan,16101,,0,0,,,,,2
TK Raharja,20111642,1,JL. RAHARJA NO. 47 PDK. PINANG,Pondok Pinang,16305,,0,0,,,,,2
TK Rahmani,20111221,1,JL. MANGGA BESAR XI NO. 10,Tangki,16206,11170,0,0,021-6254126,6254126,tk.rahmani_mb@yahoo.com,,2
TK Rahmani,20111220,1,JL. DURIAN V,Rawa Buaya,16207,11740,-6.170934,106.752691,021-5816291,,,,2
TK Rahmania,69955443,1,Kampung Utan Rt.004/05,Ragunan,16302,,0,0,021-7271071,,,,2
TK Rahmat Ibu,20109764,1,JL.ROROTAN IX NO.11 CAKUNG,,16408,13910,0,0,021-21483345,,tk_rahmatibu@yahoo.com,,2
TK Rahmatusy Syifaislam As-Syifa,20112148,1,JL. RAWA KUNING RT.03/02,Pulo Gebang,16408,,0,0,,,,,2
TK Raihanul Hamim,69789219,1,JL.KAPT.TENDEAN NO.94,Mampang Prapatan,16307,,0,0,,,,,2
TK Raihanul Jannah,20111223,1,JL. ADHI KARYA NO. 35 RT.002/05,Kedoya Selatan,16202,,0,0,,,,,2
TK Rasa Sayang III,20111224,1,JL. TAMAN RATU INDAH BLOK F VII,Duri Kepa,16202,11510,-6.17149,106.768577,021-5643280,,,,2
TK Ratna Kusuma,20112149,1,JL. TANAH MERDEKA NO.31,Kampung Rambutan,16402,13830,0,0,021-8413818,,tk_ratnakusuma@yahoo.com,,2
TK Ratna Kusuma,20111745,1,JL. BATU AMPAR II NO.28,Batu Ampar,16405,13520,0,0,021-87799489,,srirahayu_1983@yahoo.co.id,,2
TK Ratna Kusuma,20110146,1,JL. BATU AMPAR RT 008/03 BATU AMPAR,Batu Ampar,16405,,0,0,,,,,2
TK Raudatul Ilmiah,20111643,1,JL. KH. MUHASYIM IV NO. 7,Cilandak Barat,16303,,0,0,,,,,2
TK Raudhatul Arifin,20110172,1,JL. MESJID RT 07/07 NO. 47 SUSUKAN,Susukan,16402,,0,0,,,,,2
TK Raudhatul Athfal Nurul Islam,20110755,1,JL. BALAI RAKYAT,Tugu Selatan,16104,,0,0,,,,,2
TK Raudhatul Ulum,20111644,1,JL. PETE II NO. 390 BLOK A2,Pulo,16306,12160,-6.255777,106.796225,021-7247570,217247570,tkraudhatululum@yahoo.com,,2
TK Raudhatussurur,69832177,1,A,Kebon Jeruk,16202,11530,0,0,021-5492660,,,,2
TK Raudhotul Jannah,20109650,1,JL.KEBON KELAPA RAYA NO. 9,Utan Kayu Selatan,16410,13120,-6.1981,106.8622,021-8573251,,,,2
TK Raudhotul Jannah,20112150,1,Jl. Kebon Kelapa Raya,Utan Kayu Selatan,16410,,0,0,,,,,2
TK Raudlatul Ilmiyah,69785972,1,KH.MUHASYIM IV,Cilandak Barat,16303,,0,0,,,,,2
TK Raudlatul Ilmiyah,69830819,1,JALAN KH. MUHASYIM IV NO. 7,Cilandak Barat,16303,,0,0,,,,,2
TK Reformasi,20111225,1,JL. SUKA MENANTI,Rawa Buaya,16207,11740,0,0,0838-75699917,,helmi.farhat@gmail.com,,2
TK Regency,20111226,1,JL. CEMPAKA NO. 40,Kota Bambu Utara,16203,11420,-6.181414,106.800708,021-5673483,,,,2
TK Regency,20110199,1,JALAN JATINEGARA TIMUR 2/11,Jatinegara,16406,13350,-6.2182,106.8688,021-8577625,,tk.regency@gmail.com,http://tk-regency.blogspot.com,2
TK Regency,20112151,1,JL. PONDOK KELAPA INDAH BLOK A/9,Pondok Kelapa,16407,,0,0,,,,,2
TK Regency,20112152,1,Jl. Jatinegara Timur II/11,Rawa Bunga,16406,,0,0,,,,,2
TK Regency Cipinang Elok,20110328,1,JL. CIPINANG ELOK II BLOK AV NO. 17,Cipinang Muara,16406,,0,0,,,,,2
TK Regina,20112153,1,JL. KAYU PUTIH,Kayu Putih,16409,13260,0,0,021-4893075,,utedarmari@yahoo.com,,2
TK Regina,20109686,1,JL.KAYU PUTIH RAYA NO.20,Kayu Putih,16409,,0,0,,,,,2
TK Regina Caeli,20111227,1,JL. SAFIR I TAMAN MERUYA ILIR E1/11,Maruya Utara,16201,11620,0,0,021-5851068,,,,2
TK Regina Pacis,20111228,1,JL. PALMERAH  UTARA I,Palmerah,16203,11480,-6.201309,106.796653,,,,,2
TK Rembulan,69830900,1,Jl. Peninggaran Barat IV No. 30,Kebayoran Lama Utara,16305,12240,-6.245926,106.770716,021-7238994,,tk.rembulan@gmail.com,,2
TK Rembulan,20111645,1,JL. PENINGGARAN BARAT,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK Rembulan,69785878,1,PENINGGARAN BARAT IV,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK Restu Bunda,69830165,1,Jl. Harapan Jaya No.15 Rt.03/012,Cipinang Melayu,16404,13620,-6.257152,106.90701,021-8629811,,tk.restubunda01@gmail.com,,2
TK Restu Ibu,69830788,1,SIAGA I RT 04 RW 05 N0 37,Pejaten Barat,16302,12510,0,0,021-7985069,,bundatitinkeren10@gmail.com,,2
TK Restu Ibu,20111646,1,JL. SIAGA I RT. 004/05 NO. 37,Pejaten Barat,16302,,0,0,,,,,2
TK Ricci,20111229,1,JL. KEMENANGAN III NO. 47,Glodok,16206,11120,0,0,021-6392495,216491705,tk.ricci1@gmail.com,http://sekolahricci.com,2
TK Rigatrik,20111647,1,JL. SIGURA-GURA,Duren Tiga,16308,,0,0,,,,,2
TK Rigatrik Ypk Pln,69830977,1,SIGURA-GURA,Duren Tiga,16308,12760,-6.258266,106.832814,021-7901264,,rigatrik@gmail.com,,2
TK Rigatrik Ypk-Pln,69789217,1,SIGURA-GURA,Duren Tiga,16308,,0,0,,,,,2
TK Rilfa,20112154,1,JL. MAKMUR NO. 14,Susukan,16402,,0,0,,,,,2
TK Rini,69857144,1,JLN III BLOK R NO 43 RT 18/12 KEBONBARU,Semper Barat,16106,14130,0,0,021-4404404,,tk.rini01@gmail.com,,2
TK Rini,69795631,1,Semper,Semper Barat,16106,,0,0,,,,,2
TK Rini,20110756,1,JL. GG. III RT.018/12 KEBON BARU,Semper Barat,16106,,0,0,,,,,2
TK Risanti I,20111240,1,JL. KOMP. DPR KEMANGGISAN,Palmerah,16203,11480,-6.194102,106.786262,021-53690746,,,,2
TK Risanti II,20111241,1,JL. KOMP DPR 2 KEBON JERUK,Kebon Jeruk,16202,11530,0,0,021-5341390,,tkrisanti2@gmail.com,,2
TK Risanti III,69789149,1,MELUR A 132 KOMPLEK MPR,Cilandak Barat,16303,,0,0,,,,,2
TK Risanti III,20111648,1,JL. KOMP MPR / MAWAR 149,Cilandak Barat,16303,,0,0,,,,,2
TK Risanti IV,20111242,1,JL. DPR MARUYA SELATAN,Maruya Selatan,16201,11650,0,0,021-5715930,5756100,,,2
TK Rising Stars,69785823,1,JL.PANCORAN TIMUR20,Pancoran,16308,,0,0,,,,,2
TK Riyaadhul Jannah,20109773,1,JL. BALAI RAKYAT GEMPOL RT 07/01,,16408,,0,0,,,,,2
TK Riyadhul Jannah,69830988,1,JL. PENGADENGAN UTARA NO. 6,Pengadegan,16308,12770,-6.247294,106.847137,,,,,2
TK Riyadhul Jannah,20111649,1,JL. PENGADENGAN UTARA RAYA /6,Pengadegan,16308,,0,0,,,,,2
TK Riyadhul Jannah,69785792,1,PENGADEGAN UTARA,Pengadegan,16308,,0,0,,,,,2
TK Riyadhus Shalihin,69790701,1,G1,Kota Bambu Utara,16203,11420,-6.182262,106.807006,0857-82159619,,mudrika_tatu@yahoo.com,,2
TK Riyadhush Shalihin,20112155,1,JL. TANJUNG LENGKONG NO.15,Bidara Cina,16406,,0,0,,,,,2
TK Rizki Jaya School,69862368,1,JL SEKOLAH NO.40A Rt. 10 / Rw. 02,Duri Kosambi,16207,11750,-6.1817,106.7205,021-54390212,215458950,rischool28@yahoo.co.id,,2
TK Robiatul Adawiyah,20110757,1,JL. SUNGAI TIRAM RT. 001/06 NO. 39,Marunda,16106,14150,0,0,021-44851658,,,,2
TK Roisah,69790686,1,Semanan raya Rt 006/007 .27,Semanan,16208,11850,0,0,021-5454873,,tkroisahwil@gmail.com,,2
TK Roisah,20177889,1,JL. SEMANAN RAYA NO. 27 RT. 006 RW. 007,Semanan,16208,,0,0,,,,,2
TK Rosari,69830793,1,SWADAYA I,Pejaten Timur,16302,12510,0,0,021-7806007,,tkrosari76@gmail.com,,2
TK Rosari,69785971,1,SWADAYA I,Pejaten Timur,16302,,0,0,,,,,2
TK Rosari,69788703,1,SWADAYA I,Pejaten Timur,16302,,0,0,,,,,2
TK Rosari,20111650,1,JL. SWADAYA I NO. 14,Pejaten Timur,16302,,0,0,,,,,2
TK Rose,20109865,1,JL.MASJID DALAM  NURUL HIDAYAH NO.6 KELAPA DUA WETAN,,16402,13730,0,0,0815-36059797,,,,2
TK Rose,20112156,1,Jl. Mesjid Nurul Hidayah No. 6,Kelapa Dua Wetan,16402,,0,0,,,,,2
TK Roudhatu Al-Jannah,20177815,1,JL. KH. ABDUL WAHAB NO.8 RT.01/06,Duri Kosambi,16207,,0,0,,,,,2
TK Roudhatul Jannah,69911627,1,Jl. Kartika RT.003/04 No. 83,Meruya Utara,16201,11616,-6.198155,106.72823,0882-10625369,,roudhatuljannah123456@gmail.com,,2
TK Roudlotul Quran,69934027,1,JL. TIMBUL JAYA KP.DURI RT 3 RW 4 NO.14,Duri Kosambi,16207,11750,0,0,0812-12870950,,roudlotul.quran@yahoo.co.id,,2
TK Routh Pouk Kg,20110758,1,JL. HARPA III/ BB-20,Pegangsaan Dua,16105,,0,0,,,,,2
TK Royal Tots Academy,69948374,1,Jl. Jambu No. 2,Gondangdia,16002,10350,0,0,021-3916677,,school_admin@royalacademy.sch.id,http://royaltots.sch.id,2
TK Royal Tots Academy,20112460,1,THE KUNINGAN PLACE,Menteng Atas,16310,,0,0,,,,,2
TK Ruhul Islam,20112157,1,JL. EKONOMI RAYA NO. 28,Pondok Bambu,16407,,0,0,,,,,2
TK Ruhul Islam,20110252,1,JL.EKONOMI RAYA RT.12/02 NO.28,Duren Sawit,16407,,0,0,,,,,2
TK Ruhul Jihad,69820660,1,JL DAMAI 2 KP SETU,Ciganjur,16301,12630,0,0,021-7865618,,tkruhuljihad01@gmail.com,,2
TK Ruhul Jihad,69788796,1,DAMAI II RT.006 RW.002,Ciganjur,16301,,0,0,,,,,2
TK Ruki,20112158,1,JL. GADING RAYA XIV,Pisangan Timur,16409,,0,0,,,,,2
TK Ruki 014,20109717,1,JL.GADING RAYA GG.XIV RT 06 RW 014,Pisangan Timur,16409,13230,-6.1984,106.8788,,,tkruki014@yahoo.co.id,,2
TK Rukun Ibu,20111243,1,JL. SEROJA NO. 20,Jati Pulo,16203,11430,-6.179388,106.798758,021-5635864,,rukun.ibu@gmail.com,,2
TK Rukun Istri,20112159,1,JL. PENGAYOMAN  III,Utan Kayu Utara,16410,,0,0,,,,,2
TK Rumah Kita,69958944,1,Jl. Kenari II No.48 RT.003 RW.004,Kenari,16003,10430,0,0,021-3915441,,tk.rumahkita.48@gmail.com,,2
TK Rumah Kita,20110517,1,JL. KENARI II/48,Kelurahan Kenari,16003,,0,0,,,,,2
TK Rusnibra,69820349,1,Jl. Kapung Irian I RT.006 RW.06 No.3 A,Serdang,16006,,0,0,,,,,2
TK Ruth,69857100,1,JL. HARPA III/ BB-20,Pegangsaan Dua,16105,14250,0,0,021-4515048,214515048,poukgading@gmail.com,,2
TK Ruwati III,69830816,1,Jl. Margasatwa,Pondok Labu,16303,12450,0,0,021-7664137,,,,2
TK Ruwati III,20111651,1,JL. KOMP. TIMAH NO. 49,Pondok Labu,16303,,0,0,,,,,2
TK Ruwati III,69789279,1,MARGASATWA KOMPLEK TIMAH,Pondok Labu,16303,,0,0,,,,,2
TK Sa Adatudarain,69790064,1,JL.MAMPANG RAYA NO.103,Tegal Parang,16307,,0,0,,,,,2
TK Sa Adatuddarain,20111244,1,JL. DURI SELATAN I NO. 66,Duri Selatan,16205,11270,0,0,021-6313813,216313813,ypi_saadatuddarain@yahoo.com,,2
TK Saadatudarrain,20111653,1,JL. MAMPANG RAYA,Tegal Parang,16307,,0,0,,,,,2
TK Sabilal Muhtadin,20112162,1,JL. PISANGAN BARU  II/C,Pisangan Baru,16410,,0,0,,,,,2
TK Sabilal Muhtadin,20109665,1,JL. PISANGAN BARU II / C No. 120,Pisangan Baru,16410,,0,0,,,,,2
TK Sacred Heart Australian School,69960000,1,Taman Grisenda Blok D4 No. 22-23 PIK,Kapuk Muara,16101,,0,0,,,,,2
TK Safira,20112163,1,JL. SWADAYA 6/24 RT.008/01 RAWA BEB,Pulo Gebang,16408,,0,0,,,,,2
TK Sahati,20110519,1,Jl. Nakula No.6,Johar Baru,16004,,-6.178177,106.849074,021-4209212,,tk.sahati1@gmail.com,,2
TK Said Naum,20110520,1,JL. KH. MAS MANSYUR NO. 25,Kelurahan Kebon Kacang,16001,,0,0,,,,,2
TK Saint Johns School,69909406,1,Taman Villa Meruya Blok D1-1 RT.004/10,Meruya Selatan,16201,11650,-6.210165,106.725998,021-58902398,215840879,sjsmeruya@yahoo.co.id,http://saintjohn.sch.id,2
TK Saint Monica,69891367,1,BOULEVARD UTARA RAYA QJ 7 / 1-2,,16105,,0,0,021-65307148,,,,2
TK Saint Monica Jakarta School,69857008,1,DANAU INDAH RAYA,Sunter Jaya,16103,13450,0,0,021-65307148,65307148,saintmonica42@gmail.com,,2
TK Saint Monica Jakarta School I,69795390,1,Jl. Danau Indah Raya C2 / 01,Sunter Agung,16103,,0,0,,,,,2
