Cell Value (CSV),Wikidata Entity (id),Wikidata Entity (label),Context,Table Name,Url
Kebon Pala,Q13199579,Kebon Pala,kelurahan,Data-Pemakaman-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/3b26cc90-2afc-4d0b-aee8-9d709dede1f9/resource/fd2014a6-a5d6-4610-b74f-de1106247fc2/download/Data-Pemakaman-di-Provinsi-DKI-Jakarta.csv
TK Islam Bunga Amalia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Taman Batu Intan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Johanes Abraham Dimara,,,nama_pahlawan,Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv,http://data.jakarta.go.id/dataset/9c344805-d57f-4343-9930-bdac634d0b4b/resource/a0d92108-2d87-4b26-a47e-e7cb6a75e995/download/Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv
Untung Jawa,Q2335178,Pulau Untung Jawa,kelurahan,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
KB Kasih Ananda III,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS BKB PAUD Bawal Pulau Harapan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Melati 02,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Selaras,Q12710625,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Drs. Gunawan MS,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Islam Al Hanif,Q25473355,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Nuurussyamsiyyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Al-Azhar Kelapa Gading,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA NUR ALIF,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
PAUD Kenanga 7,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Terpadu Ulul Ilmi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Yanusa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Al-Mujahidin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Nurul Falah LB,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Fatahillah Ciracas,Q12710494,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Rahmatusy Syifaislam As-Syifa,Q25472840,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Permata Intan,Q25472778,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Yoyo Sutaryo, M.Pd.",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RAWASARI,Q7296940,Rawasari,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
BKB PAUD Tunas Bougenville,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMAS PLUS AL GHIFARI BANDUNG,,,Nama Sekolah,data-sekolah-kec.-arcamanik---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9e2922c6-921b-4b0d-970d-bbf5b8c57bbe/download/data-sekolah-kec.-arcamanik---dapodikdasmen.csv
SPS PAUD Putri,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jembatan Lima,Q13544259,Jembatan Lima,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB PAUD Fathonah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Eka Ria,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMK Negeri 13,,,nama_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
BKB PAUD Sehat Sejahtera,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kampung Rambutan,Q19943525,Kampung Rambutan,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Istiqomah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Kenanga 17,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PEGANGSAAN,Q25247134,Pegangsaan,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
PAUD Bougenville 011,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Abdul Halim,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Permata Harapan,Q25473048,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Ar Ribath,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Sampaghita,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Ujungberung ,Q25165289,Ujungberung,kecamatan,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
Jakarta Timur Pinang Ranti,Q13095998,Pinang Ranti,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Stela Gratia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kristen Ipeka Tomang,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Al Ghifari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Anggrek Rw.012,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al-Mada,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK. Plus Al Fitrah,,,NAMA TK,daftar-tk-di-kecamatan-buah-batu.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/c4d/db0/daftar-tk-di-kecamatan-buah-batu.csv
Cendana,Q4187430,Cendana,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Permata Kita,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 202,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Pondok Labu ,Q4203516,Pondok Labu,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
"DR. Tabhita Sri Hartini., S.Si",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
BKB PAUD Intan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Fauzah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Mutiara At Taqwa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Wahyu Bhakti,Q25473537,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS PAUD Teratai,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KOTA BAMBU UTARA,Q12492292,Kota Bambu Utara,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
PAUD Al- Hidayah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Puspita,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 93,,,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
Tjilik Riwut,Q12685130,Tjilik Riwut,nama_pahlawan,Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv,http://data.jakarta.go.id/dataset/9c344805-d57f-4343-9930-bdac634d0b4b/resource/a0d92108-2d87-4b26-a47e-e7cb6a75e995/download/Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv
TK Satu Atap Melati Sdn Pondok Labu 16 Pagi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMK Tunas Markatin,Q62423141,SMK Tunas Markatin,Nama Sekolah,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
PAUD Nusa Indah 02,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kebayoran Lama,Q193004,Kebayoran Lama,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
KALIBATA,Q4201827,Kalibata,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
Kepulauan Seribu Selatan,Q187050,Kepulauan Seribu Selatan,kecamatan,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
SPS PAUD Melati Putih,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Nurul Komar,Q25472726,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Perwanida,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kelurahan Harapan Mulia,Q5654190,Harapan Mulia,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
GLODOK,Q430707,Glodok,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Si Mungil,Q12710841,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jagakarsa,Q192994,Jagakarsa,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Jakarta Selatan Setiabudi,Q13097015,Setiabudi,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Kid Gro,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PROVINSI DKI JAKARTA,Q3630,Daerah Khusus Ibukota Jakarta,NAMA PROVINSI,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
SMA Negeri 100,Q12510167,SMA Negeri 100 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
"dr. Taat Tagore Diah Rangkuti, MKKK",,,direktur_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
TK Baiturahman,Q12710586,,NAMA SEKOLAH,data-sekolah-di-kecamatan-cinambo.csv,https://data.go.id/dataset/sekolah-di-kecamatan-cinambo-kota-bandung/resource/6a8a09b9-5d12-4083-9950-54fbc76effa4
PAUD Cahaya Ilmu,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Safarudin Harahap, S.Pd, MM",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Muma 02,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SD NEGERI AJITUNGGAL,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
BKB PAUD Al-Hasanaat,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PALMERAH,Q192745,Palmerah,kecamatan,Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv,http://data.jakarta.go.id/dataset/7a62d7e0-05ff-405d-8eda-21d3de08fc39/resource/aafecd61-3ae0-4fe6-b50e-8921cc9db21c/download/Data-Guru-Kontrak-Kerja-Individu-KKI-Sekolah-Negeri-full-sudin-2018-edited.csv
RA Ruhul Islam,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Darussalam,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Ar Raudhah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Taman Islam,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kristen Penabur X,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK . Bangun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Mutiara Bagi Bangsa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Smart Kids,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Pakemitan,Q11172005,Pakemitan,KELURAHAN,data-sekolah-di-kecamatan-cinambo.csv,https://data.go.id/dataset/sekolah-di-kecamatan-cinambo-kota-bandung/resource/6a8a09b9-5d12-4083-9950-54fbc76effa4
PAUD Satria,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SK Gub No 338/2002 tanggal 18 Feb 2002,,,status_hukum,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
BKB PAUD Kasih Ibu Teratai,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RPTRA Kebon Pala Berseri,,,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
Selong,Q9075817,Selong,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Khaudul Ulum,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kedaung Kali angke,Q4201223,Kedaung Kali angke,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
RSIA Humana Prima,,,nama_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
Cilincing,Q193536,Cilincing,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
SMP Negeri 61 Terbuka,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK K Bhayangkari 18,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Patra VII,Q25472735,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Mawaddah Wa Rahmah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Budaya II,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
S Jaktim,,,wilayah,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
RSU Sartika Asih,,,nama_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
TK Teratai III,Q25472965,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Al-Muslim,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 35,Q25456344,SMA Negeri 35 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
BKB PAUD Mekar Harapan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Zsahara,Q12710899,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
T Jaktim,,,suku_dinas,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
"Dra. Siti Hairunisa, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RA Dahlia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Bunda Lestari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Ar Rasyidiyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 174,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Waduk Cilangkap,,,perairan,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
PAUD Garuda,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Hati Kudus,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Lapangan Tenis Cengkareng,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
Kelurahan Gambir,Q192800,Gambir,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Al-Fitri,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Drs.SUHARTONO,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Jakarta Selatan Cilandak,Q192987,Cilandak,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Aisyiyah 73,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Nyengseret,Q25171027,Nyengseret,Kelurahan,data-tk-2017.csv,data.go.id
RA Daarul Ulum,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Cendana 017,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Al Amjad,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Nurul Hikmah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Jac,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiyah 59,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Darus`Salam,Q12710482,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Sapari, S.Pd., MM.",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Nazareth Kudus,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK It Ibnu Sabil,Q12710630,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
